AT,V,AP,RH,PE
27.04,70.24,1003.38,76.48,430.54
26.34,69.07,1006.54,72.48,437.52
00.04,63.31,1014.05,62.23,440.07
15.11,44.07,1012.06,92.15,468.22
05.02,38.44,1016.09,73.14,487.24
26.06,58.59,1012.41,55.22,451.47
24.38,64.31,1009.53,79.11,446.02
17.36,52.09,1020.01,82.26,460.02
19.46,47.03,1013.09,89.26,460.57
06.35,35.57,1026.24,78.01,488.12
14.22,40.02,1013.19,90.11,467.39
29.19,67.51,1011.48,55.55,447.37
22.01,49.39,1019.41,78.02,449.26
16.43,42.19,1005.47,77.29,456.25
28.52,65.36,1005.09,71.19,431.36
28.37,75.06,1017.48,55.19,439.25
18.48,50.16,1011.45,100.32,452.06
19.06,56.53,1020.13,80.04,459.45
11.03,25.36,1009.06,96.18,471.19
27.31,59.54,1006.24,72.39,440.13
08.05,36.03,1016.05,65.51,482.56
28.09,63.31,1013.01,52.06,438.06
10.38,41.32,1021.53,95.18,466.46
12.52,40.24,1020.45,97.41,470.56
04.32,41.31,999.22,95.26,487.35
16.01,65.46,1014,88.08,454.16
26.44,72.13,1009.52,82.15,430.55
26.09,60.23,1011.14,61.28,446.28
27.51,71.32,1007.59,80.02,433.16
24.16,49.38,1015.19,42.55,459.27
19.08,44.09,1017.08,49.28,463.02
10.31,42.49,1009.43,78.36,480.04
33.29,74.08,1014.45,52.34,426.46
15.19,48.23,1007.27,92.04,463.22
14.22,48.06,1006.26,88.05,460.09
13.52,41.44,1016.21,66.37,472.11
18.28,44.02,1019.23,53.28,458.59
20.13,69.03,1012.41,74.12,450.26
27.02,70.36,1005.15,85.39,441.28
28.24,65.09,1007.35,61.14,438.03
22.41,71.38,1006.07,95.03,441.51
28.26,72.43,1007.08,72.03,426.02
24.05,62.27,1010.04,54.54,442.16
26.13,66.54,1010.07,56.37,437.07
21.18,61.24,1019.06,80.04,446.22
26.28,68.14,1006.01,53.17,436.11
25.27,67.07,1006.34,66.35,446.21
25.05,52.36,1015.16,67.03,456.08
13.07,38.47,1015.16,57.26,468.09
12.48,40.25,1013.33,60.23,477.17
29.06,73.26,1004.23,69.41,432.12
15.06,43.17,1019.37,80.19,463.06
28.28,62.26,1012.07,64.49,440.05
17.53,44.09,1020.05,71.01,458.01
17.21,46.27,1008.07,98,456.36
16.07,46.18,1012.06,96.15,456.33
14.12,41.32,1022.46,73.28,460.16
15.24,48.06,1007.08,86.49,460.25
16.37,54.03,1018.34,64.03,460.37
16.46,48.06,1006.08,89,449.58
09.14,39.31,1019.02,90.28,476.57
18.37,52.26,1018.08,74.03,461.14
21.39,58.05,1013.03,86.44,450.16
11.07,41.16,1018.38,96.11,463.34
14.51,45.24,1023.23,82.33,465.09
11.48,36.18,1017.03,62.02,469.44
28.16,71.38,1008.51,72.12,435.04
22.04,44.05,1008.13,75.19,448.36
26.17,71.37,1009.28,79.36,433.45
11.35,39.31,1018.33,83.45,474.22
00.01,59.39,1015.11,79.24,438.08
23.05,69.07,1007.07,77.42,447.01
24.28,68.31,1010.34,77.08,440.07
22.31,48.07,1007.29,84.37,449.08
27.04,70.38,1008.05,75.41,433.25
23.29,62.39,1008.24,88.16,448.13
16.03,42.19,1006.07,78.28,455.24
09.33,36.03,1028.28,79.23,479.06
30.24,68.24,1010.08,65.07,426.25
29.31,69.07,1006.18,63.38,435.57
12.07,42.33,1020.21,82.58,476.01
08.42,41.04,1022.35,96.38,476.29
09.52,41.26,1020.55,90.13,475.44
10.36,44.07,1012.35,78.15,477.23
21.27,57.05,1014.53,81.16,453.34
12.41,46.27,1005.18,80.02,468.14
25.32,61.35,1015.28,60.58,445.44
26.52,77.17,1009.11,92.32,432.48
13.52,41.48,1014.46,67.12,461.16
14.01,43.14,1029.16,68.31,466.15
14.56,54.22,1016.37,64.46,464.04
23.48,66.49,1014.41,63.01,450.05
32.17,76.09,1007.04,73.36,432.09
27.11,70.04,1010.16,71.25,432.36
15.05,35.04,1016.16,60.26,470.01
04.27,40.04,1011.39,85.25,487.19
31.07,73.05,1010.58,44.06,432.06
14.35,39.39,1013.32,82.41,470.53
25.26,52.03,1007.05,65.04,443.16
27.15,59.21,1013.49,52.11,440.27
18.09,48.23,1005.31,78.19,456.34
27.54,75.06,1018.26,58.29,441.27
05.21,36.19,1012.44,94.35,485.17
13.21,44.34,1015.55,90.37,474.03
20.08,58.12,1015.53,81.24,456.25
12.37,41.04,1026.42,71.15,469.21
06.12,41.21,1015.17,88.15,487.24
27.01,65.06,1013.16,53.02,440.21
24.56,60.27,1018.03,74.05,440.31
18.08,41.29,1011.24,61.37,462.08
11.37,41.05,1013.57,89.22,476.34
23.27,67.09,1006.17,71.01,447.25
00.15,68.51,1013.21,76.01,442.01
12.17,39.39,1012.09,85.08,478.51
09.03,40.56,1023.04,76.14,480.27
24.02,63.21,1012.25,80.26,449.03
09.38,40.46,1019.29,76.17,474.01
27.28,61.05,1009.17,61.26,440.13
22.38,55.05,1018.29,57.09,457.29
11.26,45.25,1014.15,88.36,477.27
21.22,59.15,1015.08,60.11,451.36
25.24,66.54,1002.07,81.22,434.26
28.53,68.08,1013.27,42.53,439.31
10.28,41.11,1015.34,84.32,471.08
23.16,59.36,1014.25,56.35,454.05
26.38,72.13,1010.04,69.45,432.06
29.16,73.17,1011.36,68.17,429.06
29.13,74.31,1005.31,70.17,436.12
16.58,46.18,1010.04,96.29,463.51
30.47,77.03,1002.13,63.07,435.08
22.57,68.03,1017.43,88.09,441.21
29.43,67.15,1018.03,43.12,434.06
26.02,72.24,1011.03,78.29,433.05
14.27,45.08,1024.42,82.09,465.48
21.53,53.24,1005.06,88.22,444.04
28.18,72.25,1009.18,83.28,428.23
20.13,40.33,1005.31,85.42,460.09
14.36,41.26,1021.16,73.43,462.25
07.19,39.31,1016.53,89.01,486.05
18.07,66.51,1015.14,79.23,459.13
29.41,64.05,1010.22,67.04,445.22
27.36,73.26,1005.26,59.17,441.12
17.14,42.06,1011.37,58.06,463.38
25.53,59.57,1011.05,82.04,445.59
29.01,68.12,1012.23,46.45,435.28
20.42,63.36,1020.34,84,452.08
15.51,42.16,1023.21,69.55,464.22
11.58,42.14,1020.41,74.09,478.06
25.42,74.22,1009.04,88.55,434.37
20.03,58.41,1014.05,86.38,452.14
23.22,66.56,1002.47,85.39,437.11
27.04,66.48,1005.11,51.05,440.06
19.08,49.15,1021.28,62.28,462.18
28.08,71.58,1010.51,60.27,435.22
09.06,38.13,1022.27,78.15,481.03
06.45,36.17,1019.26,68.24,483.12
28.19,72.25,1009.35,87.35,428.07
08.01,41.26,1009.05,97.32,481.08
15.36,39.31,1010.52,71.28,462.37
24.45,66.49,1014.24,58.15,449.22
27.25,63.56,1013.25,53.24,444.39
28.14,75.18,1010.05,61.22,437.27
10.01,40.22,1007.01,90.36,478.43
10.59,38.38,1021.58,68.23,475.34
30.13,72.38,1005.35,64.02,431
26.01,58.41,1013.56,71.24,444.14
30.07,66.51,1015.06,34.01,434.08
23,49.05,1014.15,67.08,454.44
17.24,45.01,1016.14,76.14,457.25
15.24,39.39,1013.01,74.24,470.19
25.21,50.23,1016,56.58,455.04
25.21,75.06,1017.19,70.24,446.24
24.06,58.02,1017.46,48.04,446.31
22.27,49.38,1014.47,49.33,452.14
08.27,43.25,1012.18,94.21,480.54
19.08,59.15,1013.01,82.22,451.33
05.28,40.27,1013.06,74.51,491.29
10.12,40,1021.33,95.29,476.03
17.02,45.25,1014.38,63.06,460.38
30.44,56.24,1005.19,56.24,429.34
25.23,65.03,1020.59,52.02,447.28
29.17,73.17,1010.27,61.37,432.07
10.01,41.04,1024.29,86.34,474.28
31.12,69.13,1010.01,56.54,429.41
16.14,71.14,1020.05,66.34,457.29
24.43,61.25,1012.06,85.24,436.05
11.16,40.43,1026.38,80.05,491.18
22.26,70.47,1008.32,84.22,440.21
17.04,44.09,1021.02,70.34,461.33
24.12,62.44,1014.23,88.02,443.03
24.21,72.17,1004.52,85.36,433.42
10.56,39.13,1010.19,87.12,463.14
23.59,47.43,1007.04,49.32,447.36
12.14,40.27,1007.57,73.22,473.24
15.06,42.06,1013.29,62.41,467.27
24.06,49.18,1018.01,74.11,442.23
32.14,72.25,1012.21,42.02,437.29
31.01,69.04,1009.14,53.21,442.07
10.28,40.04,1010.45,74.15,478.05
30.24,68.03,1016.21,48.25,432.22
13.35,44.11,1026.03,90.07,469.15
18.35,49.21,1012.05,59.44,455.01
20.09,59.14,1016.39,70.33,449.09
12.33,45.51,1016.49,79.02,471.16
17.01,49.38,1016.48,86.03,454.43
30.56,71.25,1000.03,70.55,432.32
12.12,38.28,1013.07,91.27,469.59
06.22,41.18,1025.22,96.01,470.02
29.47,65.51,1015.11,58.28,444.08
14.13,50.59,1020.44,85.54,459.06
27.23,66.48,1005.23,52.38,432.55
25.16,57.17,1010.26,75.07,442.03
30.42,68.09,1006.23,54.19,430.09
22.09,49.03,1003.45,81.35,442.17
28.41,74.16,1010.29,72.09,439.02
23.13,64.13,1009.12,94.08,442.15
10.32,41.04,1020.39,95.41,470.05
14.03,42.33,1020.06,65.38,471.32
23.25,47.43,1008.13,66.36,448.15
30.51,71.19,1004.55,56.05,429.19
29.46,72.34,1007.36,62.26,428.54
15.12,39.31,1015.17,62.15,469.27
28.46,60.23,1010.02,63.38,440.28
30.12,70.11,1009.01,52.02,436.25
18.06,62.01,1019.49,86.03,452.03
12.15,40.55,1018.09,97.07,472.43
21.12,63.56,1014.16,81.42,445.09
15,51.28,1014.04,100.12,459.37
27.22,69.05,1005.02,40,437.42
27.15,58.33,1013.55,45.47,444.09
24.01,50.16,1004.22,75.32,443.03
15.24,41.23,995.02,88,465.25
22.49,70.24,1007.18,74.16,437.57
12.12,40.35,1012.08,84.38,476.41
31.01,69.13,1009.32,55.17,429.01
09.43,44.09,1017.28,91.08,478.48
06.48,36.24,1014.02,92.03,485.05
23.04,75.39,1005.44,93.26,438.05
00.26,75.33,1017.28,71.44,444.38
25.03,49.03,1004.07,69.08,437.02
14.22,45.39,1012,75.28,460.53
16.48,49.32,1012.24,64.16,459.07
06.04,39.18,1024.06,87.23,484.44
14.03,41.32,1022.29,80.05,462.04
20.17,57.05,1021.07,66.33,457.09
25.33,47.01,1015.12,64.08,455.39
31.07,76.09,1007.06,72.39,441.36
06.58,40.07,1014.22,55.44,494.12
15.06,41.29,1010.12,91.56,466.13
10.08,40.36,1026.09,99.28,470.22
35.02,69.05,1001.08,38.35,425.41
14.34,41.26,1022.07,74.04,467.09
17.35,39.39,1013.18,68.07,468.25
22.53,59.02,1016.28,73.18,449.02
30.59,70.04,1010.28,50.56,429.13
00.28,67.09,1006.39,67.58,446.34
18.27,66.34,1013.09,85.12,450.33
00.04,70.04,1011.09,83.35,435.21
26.01,68.09,1009.22,69.16,438.18
32.35,71.19,1003.08,55.25,426.37
17.39,46.21,1014.34,83.13,454.06
25.34,59.39,1014.02,73.58,439.08
14.14,44.11,1025.45,87.02,465.24
15.14,40.12,1003.36,72.52,460.15
22.26,60.37,1008.14,92.37,441.33
17.41,40.55,1004.31,77.27,461.47
24.03,46.27,1007.55,52.48,446.24
10.23,41.46,1019.29,83.06,479.48
22.03,75.27,1010.09,86.18,443.18
26.36,60.32,1016.17,55.51,443.44
09.34,41.38,1021.05,79.45,480.35
28.39,70.29,1014.34,51.25,436.19
07.55,43.25,1011.21,93.25,485.33
23.14,62.27,1010.06,55.03,444.59
12.26,40.25,1013,67.32,478.29
32.51,70.38,1013.29,54.07,430.06
07.31,43.02,1014.19,86.43,485.22
23.01,66.54,1010.26,64.53,442.47
17.55,43.14,1019.26,76,461.58
25.39,59.19,1016.25,62.59,441.51
14.03,50.23,1007.04,90.01,464.11
13.15,42.34,1018.17,95.07,465.44
26.09,72.43,1007.26,86.38,430.39
13.08,43.39,1007.16,67.28,471.33
05.35,36.19,1013.23,93.53,483.02
22.34,53.24,1004.05,74.36,449.06
27.02,72.58,1009.21,89.13,437.08
29.09,67.07,1006.39,41.39,430.33
30.22,68.03,1015.31,34.09,434.03
09.15,40.01,1018.11,75.29,475.28
13.56,50.23,1007.01,90.26,466.33
13.15,43.26,1014.09,88.44,475.09
17.05,42.44,1012.55,77.25,467.18
09.16,41.03,1021.03,76.08,485.36
15.07,42.28,1007.21,65.17,469.02
15.29,36.11,1015.01,55.11,469.37
23.45,66.48,1004.06,76.23,435.13
26.01,58.09,1004.18,72.03,444.04
26.22,50.22,1015.48,55.08,454.02
19.53,50.32,1010.11,94.46,449.59
20,69.48,1011.05,85.51,449.19
28.22,51.43,1006.06,64.12,438.43
15.12,42.19,1007.16,82.35,456.03
19.01,44.19,1016.02,77.34,462.28
11.26,37.05,1013.36,75.56,474.15
23.54,41.01,1002.05,38.05,448.56
26.59,61.36,1011.09,52.41,440.17
22.55,70.24,1006.57,76.29,438.54
21.54,58.49,1011.25,78.09,449.12
08.27,41.17,1020.33,78.17,486.02
32.57,66.14,1011.03,46.27,440.56
13.58,50.23,1008.09,86.08,466.22
07.57,41.14,1028.23,88.37,477.08
17.23,46.48,1007.21,87.23,456.04
28.34,74.08,1015.05,77.13,432
11.12,41.54,1020.13,75.07,478.09
00.26,66.54,1005.23,91.29,432.17
24.47,58.05,1011.27,71.07,447.33
08.11,38.06,1021,83.47,483.18
29.27,72.58,1009.09,79.34,429.29
22.25,59.08,1017.29,75.28,454.26
26.37,54.05,1014.48,66.31,452.18
20.07,42.23,1013.26,74.11,461.25
33.36,73.03,1013.56,54.03,439.33
24.57,66.54,1004.44,83.15,432.41
26.51,70.32,1010.03,57.04,432.22
07.16,39.22,1014.31,77,487.08
14.04,44.21,1022.33,86.12,469.04
17.04,40.12,1012.21,83.14,458.01
17.07,38.52,1020.15,69.08,455.05
30.11,62.04,1011.09,48.36,444.42
20.35,56.53,1020.23,70.05,456.04
21.37,62.27,1011.45,65.41,447.16
27.59,59.21,1013.33,51.46,437.49
15.03,43.34,1013.23,83.13,463.07
18.14,58.33,1013.55,81.08,446.01
30.52,70.04,1011.02,54.47,431.14
13.38,40.12,1014.32,97.36,468.15
00.15,60.29,1017.36,64.04,449.57
23.56,66.49,1012.21,54.26,442.32
27.06,64.45,1009.12,54.21,443.01
22.39,72.25,1009.05,75.17,441.01
21.27,57.19,1006.05,77,446.35
28.28,63.06,1009.51,56.44,441.32
19.01,48.23,1006.43,79.29,454.21
11.03,44.06,1018.19,92.06,470.05
13.45,41.16,1022.04,83.36,460.57
15.04,54.22,1016.33,60.59,463.18
16.11,39.03,1019.02,62.28,463.24
20.55,49.38,1016.01,64.29,452.52
23.43,60.32,1015.34,69.34,447.28
27.21,67.45,1014.23,43.26,436.47
32.19,76.02,1008.29,56.03,434.01
23.18,72.17,1005.26,89.23,435.46
24.46,61.09,1014.28,87.16,441.34
11.56,41.11,1016.25,76.08,469.17
30.26,77.24,1008.39,74.25,430.51
19.26,51.18,1008.46,92.07,446.07
20.58,54.05,1015.04,90.23,468.16
26.45,73.05,1010.31,74.33,433.44
30.22,66.51,1011.38,43.57,439.17
19.23,58.46,1017.25,87.16,450.03
00.29,70.04,1011.16,84.09,434.11
13.06,41.02,1016.28,89.12,466.49
25.21,60.37,1006.01,73.14,436.23
21.54,69.48,1011.04,80.48,443.15
14.04,43.39,1010.03,90.12,469.34
27.51,71.29,1009.43,77.32,430.42
18.23,45.32,1025.04,70.58,458.42
20.51,68.08,1013.13,78.05,446.36
30.09,73.42,1011.21,65.32,433.44
08.16,40.01,1022.03,81.07,488.32
25.18,61.08,1013.08,81.15,446.04
12.38,45.09,1013.26,90.55,467.47
26.35,59.44,1012.16,64.13,444.13
19.32,68.11,1008.19,64.53,447.17
31.46,77.17,1009.26,60.01,435.56
28.29,70.28,1008.39,86.02,431.15
11.38,41.39,1017.54,85.31,476.31
14.14,39.13,1004.34,83.22,470.06
12.28,40.36,1012.16,77.07,468
32.28,75.33,1002.14,62.49,433.42
20.07,49.21,1012.34,56.08,454.25
00.03,59.38,1011.39,81.16,444.43
24.27,58.25,1013.21,63.48,445.01
20.09,64.34,1021.22,74.16,449.47
22.03,44.57,1008.48,67.58,450.14
08.24,41.39,1018.21,92.32,486.06
12.08,40.55,1022.21,86.16,475.13
23.02,49.03,1003.04,80.17,441.15
13.48,40.35,1012.11,69.44,475.12
10.03,42.19,1020.35,66.42,475.42
20.37,51.18,1009.15,92.07,446.57
09.23,41.26,1023.04,86.08,479.27
31.01,69.51,1011.24,45.04,430.14
21.06,63.31,1012.32,75.52,455.22
27.33,66.17,1011.06,64.55,444.29
12.25,42.07,1018.32,93.45,467.25
25.35,63.21,1012.31,80.16,442.23
27.35,78.35,1012.14,74.14,432.12
23.07,68.08,1013,66.59,444.19
29.34,69.07,1005.39,75.24,435.05
20.51,40.12,1002.25,48.37,452.39
15.08,43.17,1018.43,73.19,462.08
18.58,64.45,1010.08,67.57,444.28
26.24,78.35,1014.19,85.21,438.01
29,75.33,1001.06,71.43,433.05
22.09,67.25,1018.14,74.53,439.02
31.01,71.32,1008.09,46.27,437.54
00.28,52.35,1005.37,75.25,449.52
25.45,57.32,1011.07,47.09,441.03
19.27,65.12,1016.03,73.48,449.42
30.01,66.25,1009.38,65.41,435.39
23.13,44.19,1016.01,43.06,460.02
25.03,58.46,1016.31,70.11,439.25
25.06,79.32,1011.14,90.07,434.55
29.19,70.32,1008.28,55.42,427.09
21.32,49.15,1021.15,50.16,455.32
12.19,40.05,1015.17,84.39,474.32
05.19,41.18,1025.24,95.07,482.46
12.12,40.55,1021.54,85.13,470.08
00.19,58.49,1011,75.39,446.27
13.04,45.09,1013,88.08,467.44
17.21,38.52,1018.26,75.21,459.01
08.29,40.46,1020.01,74.53,477.27
31.51,72.37,1008.24,71.18,430.11
31.59,43.05,1005.12,43.05,430.36
14.38,45.18,1010.08,66.58,460.06
21.44,63.09,1016.56,90.11,444.19
11.22,45.03,1021.04,90.26,473.23
12.35,41.58,1016.23,89.35,464.57
27.34,66.48,1005.46,61.02,440.12
12.55,39.58,1011.08,76.09,472.31
28.32,75.39,1005.47,75.13,432.16
10.55,42.32,1030,91.23,471.35
29.36,69.34,1007.05,80.31,431.39
22.43,63.21,1012.06,85.15,448.38
17.19,49.25,1021.21,68.08,458.42
14.13,42.32,1031.01,65.32,466.29
25.17,72.39,1002.09,90.51,432.45
20.25,45.18,1008.33,40.16,462.44
27.29,70.32,1012.39,87.17,435.56
18.06,68.28,1003.27,84.21,447.38
24.54,65.46,1014.27,41.17,446.26
20.04,57.05,1021.19,74.28,456.03
21.46,58.18,1007.45,95.33,444.12
29.06,78.35,1009.56,69.07,431.23
08.01,41.04,1021.06,89.04,478.27
25.01,66.56,1004.55,82.46,435.14
20.12,66.51,1015.07,74.07,458.07
20.29,51.43,1007.33,92.08,449.38
13.24,40.25,1013.04,60.39,477.22
25.23,62.26,1013,76.18,441.48
29.37,73.05,1010.47,48.24,435.22
10.48,41.38,1022.37,65.22,481.41
22.45,60.27,1019.32,73.13,445.34
28.54,58.33,1013.09,49.04,439.28
20.21,57.05,1021.02,68.39,458.12
29.33,53.24,1006.04,44.03,438.25
14.39,43.56,1013.37,59.17,469.35
29.34,71.34,1008.22,62.43,433.57
26.14,64.13,1011.28,71.27,441.09
10.11,42.02,1017.17,98.22,463.57
12.15,71.14,1019.36,76.08,466.56
13.21,44.11,1024.05,86.59,466.39
21.03,70.02,1010.21,96.09,444.53
13.29,37.11,1013.36,87.29,475.13
13.42,43.26,1014.28,85.13,473.27
06.01,36.19,1011.05,91.33,482.25
07.22,41.03,1022.12,88.03,490.04
10.22,42.14,1023.05,83.58,479.01
25.56,70.32,1009.07,91.03,434.12
21.12,47.24,1004.19,70.55,462.41
29.04,60.07,1015.28,47.23,438.05
22.09,47.45,1007.56,77.02,447.06
15.29,40.22,1013.23,82.49,470.19
09.25,40.22,1009.01,90.06,482.03
13.42,42.14,1021.36,61.08,473.45
07.29,41.04,1024.06,89.19,475.11
23.31,62.26,1012.08,93.09,441.24
31.17,71.38,1007.19,67.34,431.01
07.51,41.01,1025.01,97.41,478.01
20.16,51.19,1008.38,92.56,449.11
18.29,42.42,1009.32,65.08,467.59
25.59,61.08,1013.19,77.28,444.31
13.07,44.47,1027.51,71.17,469.19
00.25,74.22,1010.39,83.12,442.06
07.04,41.12,1022.56,88.07,484.29
25.31,64.45,1013.02,42.34,451.24
06.34,39.09,1008.24,86.33,486.26
28.05,77.26,999.49,77.47,431.02
14.33,44.21,1022.26,82.04,469.12
10.49,42.49,1010.21,79.32,479.15
18.53,64.31,1010.26,97.08,441.04
17.02,58.49,1012.06,92.01,458.05
27.09,59.15,1013.02,55.18,438.09
10.22,45.01,1018.27,94.02,474.32
21.14,58.02,1017.54,71.06,450.04
27.16,48.41,1010.53,47.38,441.03
29.05,71.14,1011.27,53.21,431.25
07.17,42.32,1032.37,84.26,485.08
05.02,46.27,1007.08,99.22,481.03
19.31,43.56,1014.05,41.54,463.35
28.31,74.33,1012.29,70.17,428.46
23.19,72.17,1006.15,91.31,435.53
21.23,71.12,1009.56,89.37,446.48
10.53,41.04,1021.02,98.43,478.39
26.04,71.14,1012.06,69.35,434.18
13.16,41.48,1014.06,70.34,462.01
00.07,64.26,1020.07,58.35,442.13
09.35,43.56,1015.04,81.53,485.21
10.42,45.25,1014.18,88.36,479.03
15.17,58.02,1019.18,84.23,460.54
18.41,44.09,1009.37,74.21,453.12
15.21,43.56,1013.32,57.01,467
14.48,39,1017.15,76.37,464.56
27.04,69.13,1010.06,79.23,430.41
14.11,45.08,1023.35,83.33,468.43
25.37,59.14,1017.27,78.07,437.19
32.13,73.42,1010.08,62.21,430.46
13.31,42.07,1018.04,86.05,466.05
26.05,68.08,1011.27,75.26,436.31
23.39,62.27,1010.35,49.31,444.03
35.37,73.56,1006.57,45.09,435.15
16.12,46.27,1008.15,86.12,457.41
20.41,50.32,1008.45,93.12,447.06
20.06,45.01,1014.42,60.14,453.45
23.13,61.47,1009.36,85.05,438.08
24.27,61.47,1008.24,81.25,449.06
25.34,64.34,1013.12,74.11,438.55
23.27,64.15,1021.38,71.18,452.26
21.23,45.18,1008.51,35.09,460.06
09.15,41.17,1022.39,86.46,479.25
27.35,61.15,1009.38,67.56,435.14
30.12,73.18,1012.29,61.32,429.31
00.14,63.09,1015.13,81.09,445.47
26.07,68.03,1017.16,74.19,436.29
26.03,70.29,1015.17,77.42,434.47
31.38,72.29,1009.13,73.27,430.58
26.16,70.04,1010.03,73.22,432.56
33.45,74.28,1006.23,44.14,435.48
27.24,45.29,1010.01,52.29,443.24
22.14,60.27,1016.22,89.36,441.22
07.11,43.13,1019.36,88.22,486.11
14.17,43.39,1007.38,79.28,471.08
13.26,45.17,1019.15,75.13,468.43
15.15,39.58,1012.34,74.03,467.18
25.36,60.27,1019.08,70.37,443.07
26.01,74.16,1009.42,85.04,437.18
14.45,44.11,1025.26,84.23,463.06
20.46,51.43,1010.06,84.19,456.07
29.01,70.04,1004.37,77.57,431.38
30.38,67.22,1014.22,53.09,445.03
26.49,68.09,1005.01,78.13,431.02
22.02,51.19,1009.02,83.35,445.54
20.38,56.53,1020.22,73.53,455.29
10.36,44.07,1012.16,77.04,478.27
28.55,70.24,1003.38,67.26,432.07
16.09,45.11,1018.26,43.14,465.35
14.56,45.51,1015.39,70.24,470.19
25.48,59.35,1017.02,51.16,440.42
12.28,41.58,1016.56,90.18,465.47
26.45,69.13,1001.53,90.04,427.05
18.31,62.01,1020.38,79.02,455.24
10.41,45.08,1023.53,91.38,474.07
26.22,66.49,1013.02,60.32,434.35
26.57,44.57,1008.16,50.39,445.49
29.05,66.14,1013.29,60.02,441.14
33.22,68.31,1010.44,42.25,441.06
21.48,47.43,1007.28,63.54,449.02
22.11,59.44,1013.22,85.07,448.15
26.38,70.47,1007.36,77.31,434.02
27.38,72.58,1008.55,78.05,431.12
14.41,41.11,1017.18,70.17,467.01
08.53,43.14,1012.25,79.28,480.08
28.23,62.26,1011.28,61.26,436.16
25.25,70.47,1007.04,85.37,434.47
07.26,41.17,1020.12,79.14,490.23
13.48,42.32,1030.02,66.36,463.09
12.39,41.15,1016.05,82.31,476.36
12.25,49.19,1017.44,89.31,469.52
18.44,45.38,1014.03,86.02,462.39
22.02,44.05,1007.34,75.13,445.32
12.02,43.48,1017.06,76.32,468.37
20.32,44.06,1015.16,36.35,460.21
23.59,44.17,1011.25,56.38,448.42
05.05,35.19,1018.23,95.18,489.36
08.35,41.12,1023.07,84.19,486.14
14.57,42.19,1008.01,83.25,457.21
12.54,44.09,1017.26,83.59,470.04
22.12,57.19,1007.56,76.05,442.51
15.01,43.56,1015.05,62.22,466.24
27.39,69.14,1009.22,78.35,435.22
21.28,57.25,1011.31,84.28,440.08
10.24,40.22,1009.05,85.38,480.05
22.28,58.12,1014.54,83.27,449.37
22.24,69.23,1012.23,79.37,441.09
23.09,64.16,1010.22,72.36,444.26
18.02,53.16,1013.41,83.24,458.01
20.54,49.15,1021.02,56,458.06
08.34,36.17,1017.04,63.22,480.38
27.28,69.51,1013.16,45.03,436.03
16.37,52.09,1015.14,73.11,461.15
20.24,65.48,1019.54,76.06,450.25
17.58,40.03,1005.24,80.43,467.33
10.05,41.11,1015.51,84.21,472.08
19.27,68.11,1004,87.35,445.17
16.18,51.28,1014.06,100.09,455.14
19.04,65.03,1020.38,81.01,454.24
23.19,61.15,1008.33,82,439.43
14.26,42.32,1016,77.43,464.11
19.08,45.03,1020.14,43.36,460.21
23.05,59.21,1018.29,63,443.31
15.17,54.03,1017.38,72.11,464.39
07.24,39.04,1019,69.09,485.57
22.33,59.08,1017.24,67.09,450.07
26.33,66.56,1005.37,76.35,433.25
25.51,64.27,1013.28,62.25,445.16
12.43,42.02,1012.27,80.57,461.01
14,43.34,1016.37,85.51,464.39
21.35,59.04,1012.28,96.11,446.23
30.04,72.37,1008.42,76.28,430.23
27.32,64.13,1010.29,68.06,440.35
13.45,42.44,1013.19,83.12,474.36
23.51,49.38,1015.03,41.56,454.06
20.37,60.08,1017.44,76.33,454.47
07.24,38.06,1020.06,85.36,482.23
00.38,50.32,1008.41,68.15,443.45
10.34,42.14,1020.07,79.17,481.24
13.12,40.06,1013.45,86.16,471.23
11.48,44.58,1016.43,80.15,478.53
07.28,40.21,1018.01,87.56,483
12.06,42.14,1022.13,68.29,474.23
25.21,50.22,1016.44,63.14,451.15
14.03,49.15,1020.05,84.05,467.16
28.16,75.33,1004.09,80.02,433.03
05.15,41.18,1025.34,96.24,483.03
25.31,57.17,1011.28,73.37,446.01
27.33,73.18,1012.26,82.18,429.38
29.45,65.36,1005.52,60.32,433.04
18.17,44.12,1009.01,77.07,456.34
25.52,64.34,1018.21,41.54,440.32
20.33,62.01,1020.34,76.41,450.57
23.35,64.34,1014.27,80.37,447.13
12.12,40,1019.12,84.42,462.01
29.27,70.29,1015.21,67.16,425.55
16.36,44.39,1021.34,85.13,466.21
26.03,69.05,1005.37,41.07,438.12
25.54,49.16,1004.04,47.04,443.55
25.33,72.13,1010.18,78.18,435.23
30.05,74.09,1003.22,71.09,433.32
14.59,36.11,1015.19,54.13,469.32
22.54,64.31,1012.15,85.31,447.04
13.53,41.11,1024.23,61.59,474.07
14.01,43.14,1027.32,67.25,466.01
14.04,40.56,1018.04,66.19,473.38
03.21,38.44,1017.11,85.26,493.33
08.33,40.12,1020.24,83.24,479.12
11.07,45,1023.39,86.31,482.23
18.56,42.28,1008.15,61.29,462.05
26.16,52.36,1014.02,58.52,453.08
30.02,69.59,1008.09,67.32,435.06
06.37,41.03,1022.23,80.36,490.47
04.44,38.44,1016.14,75.35,486.53
06.05,41.14,1028.09,87.33,481.02
27.39,68.12,1011.45,58.48,437.35
27.02,71.25,1000.48,88.26,438.33
29.25,68.12,1012.05,46.31,436.15
22.36,59.19,1012.17,87.51,446.49
